"deviceName","softwareName","softwareVendor","softwareVersion"
"zolab-sl-client-01.1p252f5c0pjefk2syq4ftiuwoe.cx.internal.cloudapp.net","libheif1_for_linux","ubuntu","1.17.6-1ubuntu4.1"
"zolab-sl-client-01.1p252f5c0pjefk2syq4ftiuwoe.cx.internal.cloudapp.net","libhwasan0_for_linux","ubuntu","14.2.0-4ubuntu2~24.04"
"zolab-sl-client-01.1p252f5c0pjefk2syq4ftiuwoe.cx.internal.cloudapp.net","libice6_for_linux","ubuntu","2:1.0.10-1build3"
"zolab-sl-client-01.1p252f5c0pjefk2syq4ftiuwoe.cx.internal.cloudapp.net","libidn2-0_for_linux","ubuntu","2.3.7-2build1.1"
"zolab-sl-client-01.1p252f5c0pjefk2syq4ftiuwoe.cx.internal.cloudapp.net","libitm1_for_linux","ubuntu","14.2.0-4ubuntu2~24.04"
"zolab-sl-client-01.1p252f5c0pjefk2syq4ftiuwoe.cx.internal.cloudapp.net","libjansson4_for_linux","ubuntu","2.14-2build2"
"zolab-sl-client-01.1p252f5c0pjefk2syq4ftiuwoe.cx.internal.cloudapp.net","libjbig0_for_linux","ubuntu","2.1-6.1ubuntu2"
"zolab-sl-client-01.1p252f5c0pjefk2syq4ftiuwoe.cx.internal.cloudapp.net","libjbig2dec0_for_linux","ubuntu","0.20-1build3"
"zolab-sl-client-01.1p252f5c0pjefk2syq4ftiuwoe.cx.internal.cloudapp.net","libjpeg-turbo8_for_linux","ubuntu","2.1.5-2ubuntu2"
"zolab-sl-client-01.1p252f5c0pjefk2syq4ftiuwoe.cx.internal.cloudapp.net","libjq1_for_linux","ubuntu","1.7.1-3ubuntu0.24.04.1"
"zolab-sl-client-01.1p252f5c0pjefk2syq4ftiuwoe.cx.internal.cloudapp.net","libjs-jquery_for_linux","ubuntu","3.6.1+dfsg+~3.5.14-1"
"zolab-sl-client-01.1p252f5c0pjefk2syq4ftiuwoe.cx.internal.cloudapp.net","libjs-underscore_for_linux","ubuntu","1.13.4~dfsg+~1.11.4-3"
"zolab-sl-client-01.1p252f5c0pjefk2syq4ftiuwoe.cx.internal.cloudapp.net","libjson-c5_for_linux","ubuntu","0.17-1build1"
"zolab-sl-client-01.1p252f5c0pjefk2syq4ftiuwoe.cx.internal.cloudapp.net","libjxl0.7_for_linux","ubuntu","0.7.0-10.2ubuntu6.1"
"zolab-sl-client-01.1p252f5c0pjefk2syq4ftiuwoe.cx.internal.cloudapp.net","libk5crypto3_for_linux","ubuntu","1.20.1-6ubuntu2.6"
"zolab-sl-client-01.1p252f5c0pjefk2syq4ftiuwoe.cx.internal.cloudapp.net","libklibc_for_linux","ubuntu","2.0.13-4ubuntu0.1"
"zolab-sl-client-01.1p252f5c0pjefk2syq4ftiuwoe.cx.internal.cloudapp.net","libkrb5-3_for_linux","ubuntu","1.20.1-6ubuntu2.6"
"zolab-sl-client-01.1p252f5c0pjefk2syq4ftiuwoe.cx.internal.cloudapp.net","libkrb5support0_for_linux","ubuntu","1.20.1-6ubuntu2.6"
"zolab-sl-client-01.1p252f5c0pjefk2syq4ftiuwoe.cx.internal.cloudapp.net","libksba8_for_linux","ubuntu","1.6.6-1build1"
"zolab-sl-client-01.1p252f5c0pjefk2syq4ftiuwoe.cx.internal.cloudapp.net","liblcms2-2_for_linux","ubuntu","2.14-2build1"
"zolab-sl-client-01.1p252f5c0pjefk2syq4ftiuwoe.cx.internal.cloudapp.net","libldap-common_for_linux","ubuntu","2.6.7+dfsg-1~exp1ubuntu8.2"
"zolab-sl-client-01.1p252f5c0pjefk2syq4ftiuwoe.cx.internal.cloudapp.net","liblsan0_for_linux","ubuntu","14.2.0-4ubuntu2~24.04"
"zolab-sl-client-01.1p252f5c0pjefk2syq4ftiuwoe.cx.internal.cloudapp.net","liblz4-1_for_linux","ubuntu","1.9.4-1build1.1"
"zolab-sl-client-01.1p252f5c0pjefk2syq4ftiuwoe.cx.internal.cloudapp.net","liblzma5_for_linux","ubuntu","5.6.1+really5.4.5-1ubuntu0.2"
"zolab-sl-client-01.1p252f5c0pjefk2syq4ftiuwoe.cx.internal.cloudapp.net","liblzo2-2_for_linux","ubuntu","2.10-2build4"
"zolab-sl-client-01.1p252f5c0pjefk2syq4ftiuwoe.cx.internal.cloudapp.net","libmagic-mgc_for_linux","ubuntu","1:5.45-3build1"
"zolab-sl-client-01.1p252f5c0pjefk2syq4ftiuwoe.cx.internal.cloudapp.net","libmagickcore-6.q16-7-extra_for_linux","ubuntu","8:6.9.12.98+dfsg1-5.2build2"
"zolab-sl-client-01.1p252f5c0pjefk2syq4ftiuwoe.cx.internal.cloudapp.net","libmagickcore-6.q16-7t64_for_linux","ubuntu","8:6.9.12.98+dfsg1-5.2build2"
"zolab-sl-client-01.1p252f5c0pjefk2syq4ftiuwoe.cx.internal.cloudapp.net","libmagickwand-6.q16-7t64_for_linux","ubuntu","8:6.9.12.98+dfsg1-5.2build2"
"zolab-sl-client-01.1p252f5c0pjefk2syq4ftiuwoe.cx.internal.cloudapp.net","libmaxminddb0_for_linux","ubuntu","1.9.1-1build1"
"zolab-sl-client-01.1p252f5c0pjefk2syq4ftiuwoe.cx.internal.cloudapp.net","libmodule-scandeps-perl_for_linux","ubuntu","1.35-1ubuntu0.24.04.1"
"zolab-sl-client-01.1p252f5c0pjefk2syq4ftiuwoe.cx.internal.cloudapp.net","libmount1_for_linux","ubuntu","2.39.3-9ubuntu6.3"
"zolab-sl-client-01.1p252f5c0pjefk2syq4ftiuwoe.cx.internal.cloudapp.net","libncurses6_for_linux","ubuntu","6.4+20240113-1ubuntu2"
"zolab-sl-client-01.1p252f5c0pjefk2syq4ftiuwoe.cx.internal.cloudapp.net","libncursesw6_for_linux","ubuntu","6.4+20240113-1ubuntu2"
"zolab-sl-client-01.1p252f5c0pjefk2syq4ftiuwoe.cx.internal.cloudapp.net","libnetplan1_for_linux","ubuntu","1.1.2-2~ubuntu24.04.2"
"zolab-sl-client-01.1p252f5c0pjefk2syq4ftiuwoe.cx.internal.cloudapp.net","libnghttp2-14_for_linux","ubuntu","1.59.0-1ubuntu0.2"
"zolab-sl-client-01.1p252f5c0pjefk2syq4ftiuwoe.cx.internal.cloudapp.net","libnl-3-200_for_linux","ubuntu","3.7.0-0.3build1.1"
"zolab-sl-client-01.1p252f5c0pjefk2syq4ftiuwoe.cx.internal.cloudapp.net","libnl-genl-3-200_for_linux","ubuntu","3.7.0-0.3build1.1"
"zolab-sl-client-01.1p252f5c0pjefk2syq4ftiuwoe.cx.internal.cloudapp.net","libnl-route-3-200_for_linux","ubuntu","3.7.0-0.3build1.1"
"zolab-sl-client-01.1p252f5c0pjefk2syq4ftiuwoe.cx.internal.cloudapp.net","libnspr4_for_linux","ubuntu","2:4.35-1.1build1"
"zolab-sl-client-01.1p252f5c0pjefk2syq4ftiuwoe.cx.internal.cloudapp.net","libnss-systemd_for_linux","ubuntu","255.4-1ubuntu8.11"
"zolab-sl-client-01.1p252f5c0pjefk2syq4ftiuwoe.cx.internal.cloudapp.net","libnss3_for_linux","ubuntu","2:3.98-1build1"
"zolab-sl-client-01.1p252f5c0pjefk2syq4ftiuwoe.cx.internal.cloudapp.net","libopenjp2-7_for_linux","ubuntu","2.5.0-2ubuntu0.4"
"zolab-sl-client-01.1p252f5c0pjefk2syq4ftiuwoe.cx.internal.cloudapp.net","libp11-kit0_for_linux","ubuntu","0.25.3-4ubuntu2.1"
"zolab-sl-client-01.1p252f5c0pjefk2syq4ftiuwoe.cx.internal.cloudapp.net","libpackagekit-glib2-18_for_linux","ubuntu","1.2.8-2ubuntu1.4"
"zolab-sl-client-01.1p252f5c0pjefk2syq4ftiuwoe.cx.internal.cloudapp.net","libpam-cap_for_linux","ubuntu","1:2.66-5ubuntu2.2"
"zolab-sl-client-01.1p252f5c0pjefk2syq4ftiuwoe.cx.internal.cloudapp.net","libpam-modules_for_linux","ubuntu","1.5.3-5ubuntu5.5"
"zolab-sl-client-01.1p252f5c0pjefk2syq4ftiuwoe.cx.internal.cloudapp.net","libpam-modules-bin_for_linux","ubuntu","1.5.3-5ubuntu5.5"
"zolab-sl-client-01.1p252f5c0pjefk2syq4ftiuwoe.cx.internal.cloudapp.net","libpam-runtime_for_linux","ubuntu","1.5.3-5ubuntu5.5"
"zolab-sl-client-01.1p252f5c0pjefk2syq4ftiuwoe.cx.internal.cloudapp.net","libpam-systemd_for_linux","ubuntu","255.4-1ubuntu8.11"
"zolab-sl-client-01.1p252f5c0pjefk2syq4ftiuwoe.cx.internal.cloudapp.net","libpam0g_for_linux","ubuntu","1.5.3-5ubuntu5.5"
"zolab-sl-client-01.1p252f5c0pjefk2syq4ftiuwoe.cx.internal.cloudapp.net","libpango-1.0-0_for_linux","ubuntu","1.52.1+ds-1build1"
"zolab-sl-client-01.1p252f5c0pjefk2syq4ftiuwoe.cx.internal.cloudapp.net","libpangocairo-1.0-0_for_linux","ubuntu","1.52.1+ds-1build1"
"zolab-sl-client-01.1p252f5c0pjefk2syq4ftiuwoe.cx.internal.cloudapp.net","libpangoft2-1.0-0_for_linux","ubuntu","1.52.1+ds-1build1"
"zolab-sl-client-01.1p252f5c0pjefk2syq4ftiuwoe.cx.internal.cloudapp.net","libpcre2-8-0_for_linux","ubuntu","10.42-4ubuntu2.1"
"zolab-sl-client-01.1p252f5c0pjefk2syq4ftiuwoe.cx.internal.cloudapp.net","libperl5.38t64_for_linux","ubuntu","5.38.2-3.2ubuntu0.2"
"zolab-sl-client-01.1p252f5c0pjefk2syq4ftiuwoe.cx.internal.cloudapp.net","libpixman-1-0_for_linux","ubuntu","0.42.2-1build1"
"zolab-sl-client-01.1p252f5c0pjefk2syq4ftiuwoe.cx.internal.cloudapp.net","libpng16-16t64_for_linux","ubuntu","1.6.43-5ubuntu0.1"
"zolab-sl-client-01.1p252f5c0pjefk2syq4ftiuwoe.cx.internal.cloudapp.net","libpolkit-agent-1-0_for_linux","ubuntu","124-2ubuntu1.24.04.2"
"zolab-sl-client-01.1p252f5c0pjefk2syq4ftiuwoe.cx.internal.cloudapp.net","libpolkit-gobject-1-0_for_linux","ubuntu","124-2ubuntu1.24.04.2"
"zolab-sl-client-01.1p252f5c0pjefk2syq4ftiuwoe.cx.internal.cloudapp.net","libprotobuf-c1_for_linux","ubuntu","1.4.1-1ubuntu4"
"zolab-sl-client-01.1p252f5c0pjefk2syq4ftiuwoe.cx.internal.cloudapp.net","libpython3.12-dev_for_linux","ubuntu","3.12.3-1ubuntu0.9"
"zolab-sl-client-01.1p252f5c0pjefk2syq4ftiuwoe.cx.internal.cloudapp.net","libpython3.12-minimal_for_linux","ubuntu","3.12.3-1ubuntu0.9"
"zolab-sl-client-01.1p252f5c0pjefk2syq4ftiuwoe.cx.internal.cloudapp.net","libpython3.12-stdlib_for_linux","ubuntu","3.12.3-1ubuntu0.9"
"zolab-sl-client-01.1p252f5c0pjefk2syq4ftiuwoe.cx.internal.cloudapp.net","libpython3.12t64_for_linux","ubuntu","3.12.3-1ubuntu0.9"
"zolab-sl-client-01.1p252f5c0pjefk2syq4ftiuwoe.cx.internal.cloudapp.net","libquadmath0_for_linux","ubuntu","14.2.0-4ubuntu2~24.04"
"zolab-sl-client-01.1p252f5c0pjefk2syq4ftiuwoe.cx.internal.cloudapp.net","libraw23t64_for_linux","ubuntu","0.21.2-2.1ubuntu0.24.04.1"
"zolab-sl-client-01.1p252f5c0pjefk2syq4ftiuwoe.cx.internal.cloudapp.net","librsvg2-2_for_linux","ubuntu","2.58.0+dfsg-1build1"
"zolab-sl-client-01.1p252f5c0pjefk2syq4ftiuwoe.cx.internal.cloudapp.net","librsvg2-common_for_linux","ubuntu","2.58.0+dfsg-1build1"
"zolab-sl-client-01.1p252f5c0pjefk2syq4ftiuwoe.cx.internal.cloudapp.net","librtmp1_for_linux","ubuntu","2.4+20151223.gitfa8646d.1-2build7"
"zolab-sl-client-01.1p252f5c0pjefk2syq4ftiuwoe.cx.internal.cloudapp.net","libsasl2-2_for_linux","ubuntu","2.1.28+dfsg1-5ubuntu3.1"
"zolab-sl-client-01.1p252f5c0pjefk2syq4ftiuwoe.cx.internal.cloudapp.net","libsasl2-modules_for_linux","ubuntu","2.1.28+dfsg1-5ubuntu3.1"
"zolab-sl-client-01.1p252f5c0pjefk2syq4ftiuwoe.cx.internal.cloudapp.net","libsasl2-modules-db_for_linux","ubuntu","2.1.28+dfsg1-5ubuntu3.1"
"zolab-sl-client-01.1p252f5c0pjefk2syq4ftiuwoe.cx.internal.cloudapp.net","libseccomp2_for_linux","ubuntu","2.5.5-1ubuntu3.1"
"zolab-sl-client-01.1p252f5c0pjefk2syq4ftiuwoe.cx.internal.cloudapp.net","libsframe1_for_linux","ubuntu","2.42-4ubuntu2.8"
"zolab-sl-client-01.1p252f5c0pjefk2syq4ftiuwoe.cx.internal.cloudapp.net","libslirp0_for_linux","ubuntu","4.7.0-1ubuntu3"
"zolab-sl-client-01.1p252f5c0pjefk2syq4ftiuwoe.cx.internal.cloudapp.net","libsmartcols1_for_linux","ubuntu","2.39.3-9ubuntu6.3"
"zolab-sl-client-01.1p252f5c0pjefk2syq4ftiuwoe.cx.internal.cloudapp.net","libsqlite3-0_for_linux","ubuntu","3.45.1-1ubuntu2.5"
"zolab-sl-client-01.1p252f5c0pjefk2syq4ftiuwoe.cx.internal.cloudapp.net","libss2_for_linux","ubuntu","1.47.0-2.4~exp1ubuntu4.1"
"zolab-sl-client-01.1p252f5c0pjefk2syq4ftiuwoe.cx.internal.cloudapp.net","libssh-4_for_linux","ubuntu","0.10.6-2ubuntu0.2"
"zolab-sl-client-01.1p252f5c0pjefk2syq4ftiuwoe.cx.internal.cloudapp.net","libssl3t64_for_linux","ubuntu","3.0.13-0ubuntu3.6"
"zolab-sl-client-01.1p252f5c0pjefk2syq4ftiuwoe.cx.internal.cloudapp.net","libstdc++6_for_linux","ubuntu","14.2.0-4ubuntu2~24.04"
"zolab-sl-client-01.1p252f5c0pjefk2syq4ftiuwoe.cx.internal.cloudapp.net","libsystemd-shared_for_linux","ubuntu","255.4-1ubuntu8.11"
"zolab-sl-client-01.1p252f5c0pjefk2syq4ftiuwoe.cx.internal.cloudapp.net","libsystemd0_for_linux","ubuntu","255.4-1ubuntu8.11"
"zolab-sl-client-01.1p252f5c0pjefk2syq4ftiuwoe.cx.internal.cloudapp.net","libtasn1-6_for_linux","ubuntu","4.19.0-3ubuntu0.24.04.1"
"zolab-sl-client-01.1p252f5c0pjefk2syq4ftiuwoe.cx.internal.cloudapp.net","libtiff6_for_linux","ubuntu","4.5.1+git230720-4ubuntu2.4"
"zolab-sl-client-01.1p252f5c0pjefk2syq4ftiuwoe.cx.internal.cloudapp.net","libtinfo6_for_linux","ubuntu","6.4+20240113-1ubuntu2"
"zolab-sl-client-01.1p252f5c0pjefk2syq4ftiuwoe.cx.internal.cloudapp.net","libtirpc-common_for_linux","ubuntu","1.3.4+ds-1.1build1"
"zolab-sl-client-01.1p252f5c0pjefk2syq4ftiuwoe.cx.internal.cloudapp.net","libtsan2_for_linux","ubuntu","14.2.0-4ubuntu2~24.04"
"zolab-sl-client-01.1p252f5c0pjefk2syq4ftiuwoe.cx.internal.cloudapp.net","libtss2-esys-3.0.2-0t64_for_linux","ubuntu","4.0.1-7.1ubuntu5.1"
"zolab-sl-client-01.1p252f5c0pjefk2syq4ftiuwoe.cx.internal.cloudapp.net","libtss2-mu-4.0.1-0t64_for_linux","ubuntu","4.0.1-7.1ubuntu5.1"
"zolab-sl-client-01.1p252f5c0pjefk2syq4ftiuwoe.cx.internal.cloudapp.net","libtss2-rc0t64_for_linux","ubuntu","4.0.1-7.1ubuntu5.1"
"zolab-sl-client-01.1p252f5c0pjefk2syq4ftiuwoe.cx.internal.cloudapp.net","libtss2-sys1t64_for_linux","ubuntu","4.0.1-7.1ubuntu5.1"
"zolab-sl-client-01.1p252f5c0pjefk2syq4ftiuwoe.cx.internal.cloudapp.net","libtss2-tcti-cmd0t64_for_linux","ubuntu","4.0.1-7.1ubuntu5.1"
"zolab-sl-client-01.1p252f5c0pjefk2syq4ftiuwoe.cx.internal.cloudapp.net","libtss2-tcti-device0t64_for_linux","ubuntu","4.0.1-7.1ubuntu5.1"
"zolab-sl-client-01.1p252f5c0pjefk2syq4ftiuwoe.cx.internal.cloudapp.net","libtss2-tcti-mssim0t64_for_linux","ubuntu","4.0.1-7.1ubuntu5.1"
"zolab-sl-client-01.1p252f5c0pjefk2syq4ftiuwoe.cx.internal.cloudapp.net","libtss2-tcti-swtpm0t64_for_linux","ubuntu","4.0.1-7.1ubuntu5.1"
"zolab-sl-client-01.1p252f5c0pjefk2syq4ftiuwoe.cx.internal.cloudapp.net","libubsan1_for_linux","ubuntu","14.2.0-4ubuntu2~24.04"
"zolab-sl-client-01.1p252f5c0pjefk2syq4ftiuwoe.cx.internal.cloudapp.net","libudev1_for_linux","ubuntu","255.4-1ubuntu8.11"
"zolab-sl-client-01.1p252f5c0pjefk2syq4ftiuwoe.cx.internal.cloudapp.net","libudisks2-0_for_linux","ubuntu","2.10.1-6ubuntu1.3"
"zolab-sl-client-01.1p252f5c0pjefk2syq4ftiuwoe.cx.internal.cloudapp.net","libuuid1_for_linux","ubuntu","2.39.3-9ubuntu6.3"
"zolab-sl-client-01.1p252f5c0pjefk2syq4ftiuwoe.cx.internal.cloudapp.net","libwbclient0_for_linux","ubuntu","2:4.19.5+dfsg-4ubuntu9.4"
"zolab-sl-client-01.1p252f5c0pjefk2syq4ftiuwoe.cx.internal.cloudapp.net","libwebp7_for_linux","ubuntu","1.3.2-0.4build3"
"zolab-sl-client-01.1p252f5c0pjefk2syq4ftiuwoe.cx.internal.cloudapp.net","libwebpdemux2_for_linux","ubuntu","1.3.2-0.4build3"
"zolab-sl-client-01.1p252f5c0pjefk2syq4ftiuwoe.cx.internal.cloudapp.net","libwebpmux3_for_linux","ubuntu","1.3.2-0.4build3"
"zolab-sl-client-01.1p252f5c0pjefk2syq4ftiuwoe.cx.internal.cloudapp.net","libx11-6_for_linux","ubuntu","2:1.8.7-1build1"
"zolab-sl-client-01.1p252f5c0pjefk2syq4ftiuwoe.cx.internal.cloudapp.net","libx11-data_for_linux","ubuntu","2:1.8.7-1build1"
"zolab-sl-client-01.1p252f5c0pjefk2syq4ftiuwoe.cx.internal.cloudapp.net","libx11-xcb1_for_linux","ubuntu","2:1.8.7-1build1"
"zolab-sl-client-01.1p252f5c0pjefk2syq4ftiuwoe.cx.internal.cloudapp.net","libxdmcp6_for_linux","ubuntu","1:1.1.3-0ubuntu6"
"zolab-sl-client-01.1p252f5c0pjefk2syq4ftiuwoe.cx.internal.cloudapp.net","libxkbcommon0_for_linux","ubuntu","1.6.0-1build1"
"zolab-sl-client-01.1p252f5c0pjefk2syq4ftiuwoe.cx.internal.cloudapp.net","libxml2_for_linux","ubuntu","2.9.14+dfsg-1.3ubuntu3.6"
"zolab-sl-client-01.1p252f5c0pjefk2syq4ftiuwoe.cx.internal.cloudapp.net","libxpm4_for_linux","ubuntu","1:3.5.17-1build2"
"zolab-sl-client-01.1p252f5c0pjefk2syq4ftiuwoe.cx.internal.cloudapp.net","libxrender1_for_linux","ubuntu","1:0.9.10-1.1build1"
"zolab-sl-client-01.1p252f5c0pjefk2syq4ftiuwoe.cx.internal.cloudapp.net","libxslt1.1_for_linux","ubuntu","1.1.39-0exp1ubuntu0.24.04.2"
"zolab-sl-client-01.1p252f5c0pjefk2syq4ftiuwoe.cx.internal.cloudapp.net","libyaml-0-2_for_linux","ubuntu","0.2.5-1build1"
"zolab-sl-client-01.1p252f5c0pjefk2syq4ftiuwoe.cx.internal.cloudapp.net","libzstd1_for_linux","ubuntu","1.5.5+dfsg2-2build1.1"
"zolab-sl-client-01.1p252f5c0pjefk2syq4ftiuwoe.cx.internal.cloudapp.net","linux-image-generic_for_linux","ubuntu","6.14.0-1017.17~24.04.1"
"zolab-sl-client-01.1p252f5c0pjefk2syq4ftiuwoe.cx.internal.cloudapp.net","locales_for_linux","ubuntu","2.39-0ubuntu8.6"
"zolab-sl-client-01.1p252f5c0pjefk2syq4ftiuwoe.cx.internal.cloudapp.net","login_for_linux","ubuntu","1:4.13+dfsg1-4ubuntu3.2"
"zolab-sl-client-01.1p252f5c0pjefk2syq4ftiuwoe.cx.internal.cloudapp.net","logrotate_for_linux","ubuntu","3.21.0-2build1"
"zolab-sl-client-01.1p252f5c0pjefk2syq4ftiuwoe.cx.internal.cloudapp.net","logsave_for_linux","ubuntu","1.47.0-2.4~exp1ubuntu4.1"
"zolab-sl-client-01.1p252f5c0pjefk2syq4ftiuwoe.cx.internal.cloudapp.net","man-db_for_linux","ubuntu","2.12.0-4build2"
"zolab-sl-client-01.1p252f5c0pjefk2syq4ftiuwoe.cx.internal.cloudapp.net","defender_for_linux","microsoft","101.25092.0002"
"zolab-sl-client-01.1p252f5c0pjefk2syq4ftiuwoe.cx.internal.cloudapp.net","mount_for_linux","ubuntu","2.39.3-9ubuntu6.3"
"zolab-sl-client-01.1p252f5c0pjefk2syq4ftiuwoe.cx.internal.cloudapp.net","multipath-tools_for_linux","ubuntu","0.9.4-5ubuntu8"
"zolab-sl-client-01.1p252f5c0pjefk2syq4ftiuwoe.cx.internal.cloudapp.net","nano_for_linux","ubuntu","7.2-2ubuntu0.1"
"zolab-sl-client-01.1p252f5c0pjefk2syq4ftiuwoe.cx.internal.cloudapp.net","ncurses-base_for_linux","ubuntu","6.4+20240113-1ubuntu2"
"zolab-sl-client-01.1p252f5c0pjefk2syq4ftiuwoe.cx.internal.cloudapp.net","ncurses-bin_for_linux","ubuntu","6.4+20240113-1ubuntu2"
"zolab-sl-client-01.1p252f5c0pjefk2syq4ftiuwoe.cx.internal.cloudapp.net","ncurses-term_for_linux","ubuntu","6.4+20240113-1ubuntu2"
"zolab-sl-client-01.1p252f5c0pjefk2syq4ftiuwoe.cx.internal.cloudapp.net","needrestart_for_linux","ubuntu","3.6-7ubuntu4.5"
"zolab-sl-client-01.1p252f5c0pjefk2syq4ftiuwoe.cx.internal.cloudapp.net","net-tools_for_linux","ubuntu","2.10-0.1ubuntu4.4"
"zolab-sl-client-01.1p252f5c0pjefk2syq4ftiuwoe.cx.internal.cloudapp.net","netplan-generator_for_linux","ubuntu","1.1.2-2~ubuntu24.04.2"
"zolab-sl-client-01.1p252f5c0pjefk2syq4ftiuwoe.cx.internal.cloudapp.net","netplan.io_for_linux","ubuntu","1.1.2-2~ubuntu24.04.2"
"zolab-sl-client-01.1p252f5c0pjefk2syq4ftiuwoe.cx.internal.cloudapp.net","networkd-dispatcher_for_linux","ubuntu","2.2.4-1"
"zolab-sl-client-01.1p252f5c0pjefk2syq4ftiuwoe.cx.internal.cloudapp.net","ntfs-3g_for_linux","ubuntu","1:2022.10.3-1.2ubuntu3"
"zolab-sl-client-01.1p252f5c0pjefk2syq4ftiuwoe.cx.internal.cloudapp.net","open-iscsi_for_linux","ubuntu","2.1.9-3ubuntu5.4"
"zolab-sl-client-01.1p252f5c0pjefk2syq4ftiuwoe.cx.internal.cloudapp.net","open-vm-tools_for_linux","ubuntu","2:12.5.0-1~ubuntu0.24.04.2"
"zolab-sl-client-01.1p252f5c0pjefk2syq4ftiuwoe.cx.internal.cloudapp.net","openssh-client_for_linux","ubuntu","1:9.6p1-3ubuntu13.14"
"zolab-sl-client-01.1p252f5c0pjefk2syq4ftiuwoe.cx.internal.cloudapp.net","openssh-server_for_linux","ubuntu","1:9.6p1-3ubuntu13.14"
"zolab-sl-client-01.1p252f5c0pjefk2syq4ftiuwoe.cx.internal.cloudapp.net","openssh-sftp-server_for_linux","ubuntu","1:9.6p1-3ubuntu13.14"
"zolab-sl-client-01.1p252f5c0pjefk2syq4ftiuwoe.cx.internal.cloudapp.net","openssl_for_linux","ubuntu","3.0.13-0ubuntu3.6"
"zolab-sl-client-01.1p252f5c0pjefk2syq4ftiuwoe.cx.internal.cloudapp.net","packagekit_for_linux","ubuntu","1.2.8-2ubuntu1.4"
"zolab-sl-client-01.1p252f5c0pjefk2syq4ftiuwoe.cx.internal.cloudapp.net","packagekit-tools_for_linux","ubuntu","1.2.8-2ubuntu1.4"
"zolab-sl-client-01.1p252f5c0pjefk2syq4ftiuwoe.cx.internal.cloudapp.net","passwd_for_linux","ubuntu","1:4.13+dfsg1-4ubuntu3.2"
"zolab-sl-client-01.1p252f5c0pjefk2syq4ftiuwoe.cx.internal.cloudapp.net","patch_for_linux","ubuntu","2.7.6-7build3"
"zolab-sl-client-01.1p252f5c0pjefk2syq4ftiuwoe.cx.internal.cloudapp.net","perl_for_linux","ubuntu","5.38.2-3.2ubuntu0.2"
"zolab-sl-client-01.1p252f5c0pjefk2syq4ftiuwoe.cx.internal.cloudapp.net","perl-base_for_linux","ubuntu","5.38.2-3.2ubuntu0.2"
"zolab-sl-client-01.1p252f5c0pjefk2syq4ftiuwoe.cx.internal.cloudapp.net","perl-modules-5.38_for_linux","ubuntu","5.38.2-3.2ubuntu0.2"
"zolab-sl-client-01.1p252f5c0pjefk2syq4ftiuwoe.cx.internal.cloudapp.net","procps_for_linux","ubuntu","2:4.0.4-4ubuntu3.2"
"zolab-sl-client-01.1p252f5c0pjefk2syq4ftiuwoe.cx.internal.cloudapp.net","python-apt-common_for_linux","ubuntu","2.7.7ubuntu5.1"
"zolab-sl-client-01.1p252f5c0pjefk2syq4ftiuwoe.cx.internal.cloudapp.net","python-babel-localedata_for_linux","ubuntu","2.10.3-3build1"
"zolab-sl-client-01.1p252f5c0pjefk2syq4ftiuwoe.cx.internal.cloudapp.net","python3-apport_for_linux","ubuntu","2.28.1-0ubuntu3.8"
"zolab-sl-client-01.1p252f5c0pjefk2syq4ftiuwoe.cx.internal.cloudapp.net","python3-apt_for_linux","ubuntu","2.7.7ubuntu5.1"
"zolab-sl-client-01.1p252f5c0pjefk2syq4ftiuwoe.cx.internal.cloudapp.net","python3-babel_for_linux","ubuntu","2.10.3-3build1"
"zolab-sl-client-01.1p252f5c0pjefk2syq4ftiuwoe.cx.internal.cloudapp.net","python3-click_for_linux","ubuntu","8.1.6-2"
"zolab-sl-client-01.1p252f5c0pjefk2syq4ftiuwoe.cx.internal.cloudapp.net","python3-configobj_for_linux","ubuntu","5.0.8-3"
"zolab-sl-client-01.1p252f5c0pjefk2syq4ftiuwoe.cx.internal.cloudapp.net","python3-cryptography_for_linux","ubuntu","41.0.7-4ubuntu0.1"
"zolab-sl-client-01.1p252f5c0pjefk2syq4ftiuwoe.cx.internal.cloudapp.net","python3-idna_for_linux","ubuntu","3.6-2ubuntu0.1"
"zolab-sl-client-01.1p252f5c0pjefk2syq4ftiuwoe.cx.internal.cloudapp.net","python3-jinja2_for_linux","ubuntu","3.1.2-1ubuntu1.3"
"zolab-sl-client-01.1p252f5c0pjefk2syq4ftiuwoe.cx.internal.cloudapp.net","python3-jwt_for_linux","ubuntu","2.7.0-1"
"zolab-sl-client-01.1p252f5c0pjefk2syq4ftiuwoe.cx.internal.cloudapp.net","python3-magic_for_linux","ubuntu","2:0.4.27-3"
"zolab-sl-client-01.1p252f5c0pjefk2syq4ftiuwoe.cx.internal.cloudapp.net","python3-netplan_for_linux","ubuntu","1.1.2-2~ubuntu24.04.2"
"zolab-sl-client-01.1p252f5c0pjefk2syq4ftiuwoe.cx.internal.cloudapp.net","python3-oauthlib_for_linux","ubuntu","3.2.2-1"
"zolab-sl-client-01.1p252f5c0pjefk2syq4ftiuwoe.cx.internal.cloudapp.net","python3-openssl_for_linux","ubuntu","23.2.0-1"
"zolab-sl-client-01.1p252f5c0pjefk2syq4ftiuwoe.cx.internal.cloudapp.net","python3-pip_for_linux","ubuntu","24.0+dfsg-1ubuntu1.3"
